AlgebraicGeometry.IsFinite	AlgebraicGeometry.instIsFiniteFiberToSpecResidueFieldOfLocallyQuasiFiniteOfQuasiCompact	100
Module.Finite	FGModuleCat.instFiniteCarrierSigmaObjModuleCatOfFinite	100
Inhabited	IsDedekindDomain.HeightOneSpectrum.instInhabitedSubtypeAdicCompletionMemValuationSubringAdicCompletionIntegers	100
AlgebraicGeometry.Scheme.Hom.IsOver	AlgebraicGeometry.Scheme.instIsOverMapHomCommRingCatResidueFieldCongr	100
Inhabited	Lean.Server.Logging.instInhabitedMessageMethod	100
PredOrder	instPredOrderAdditive	100
CategoryTheory.Limits.HasLimit	CommSemiRingCat.hasLimit	100
Inhabited	Order.Cofinal.instInhabited	100
Finite	Finite.instPProd	100
LT	ArchimedeanOrder.instLT	100
Compl	SimpleGraph.instCompl	100
CategoryTheory.MorphismProperty.IsMultiplicative	AlgebraicGeometry.IsLocalIso.instIsMultiplicativeScheme	100
CategoryTheory.Functor.Additive	AlgebraicGeometry.instAdditiveModuleCatCarrierModulesSpecOfFunctor	100
Std.Rxc.IsAlwaysFinite	Std.Rxc.instIsAlwaysFiniteOfLawfulHasSize	100
Semigroup	MulMemClass.toSemigroup	100
CategoryTheory.Epi	CategoryTheory.ShortComplex.SnakeInput.epi_L₁_g	100
CategoryTheory.MonoidalClosed	LightCondensed.instMonoidalClosedFunctorOppositeLightProfiniteModuleCat	100
CategoryTheory.ConcreteCategory	AlgCat.instConcreteCategoryAlgHomCarrier	100
NoMinOrder	Set.instNoMinOrderElemIic	100
IsUniformAddGroup	instIsUniformAddGroupUniformOnFun	100
SizeOf	Lean.Linter.DeprecationEntry._sizeOf_inst	100
MetricSpace	instMetricSpaceAdditive	100
Std.Iterator	Std.Iterators.Types.DropWhile.instIterator	100
IsScalarTower	Quaternion.instIsScalarTower	100
Inhabited	CategoryTheory.Limits.instInhabitedWalkingPair	100
Append	Lean.Meta.LazyDiscrTree.InitResults.instAppend	100
CategoryTheory.Limits.PreservesLimitsOfSize	AddGrpCat.forget_preservesLimitsOfSize	100
Fintype	Matrix.instFintypeOfDecidableEq	100
Lean.ToExpr	Lean.instToExprFilePath	100
IsLocalizedModule	AlgebraicGeometry.StructureSheaf.instIsLocalizedModuleObjOppositeOpensCarrierTopValStructureSheafInTypeOpBasicOpenPowersToOpenₗ	100
ForM	Std.HashSet.Raw.instForMOfMonad	100
Monad	FreeMagma.instMonad	100
FirstOrder.Language.IsRelational	FirstOrder.Language.instIsRelationalEmpty	100
IsIsometricSMul	IsIsometricSMul.opposite_of_comm	100
Std.ToStream	Batteries.RBMap.instToStreamValuesStream	100
Module.Flat	Module.Flat.shrink	100
Append	Lean.Grind.AC.instAppendSeq_lean	100
Inhabited	Nondet.instInhabited	100
Std.Associative	Int.instAssociativeMax	100
Coe	ContinuousAlgEquiv.instCoeContinuousLinearEquivId	100
BEq	Lean.Elab.instBEqComputeKind	100
CategoryTheory.Preadditive	CategoryTheory.Endofunctor.coalgebraPreadditive	100
NormedRing	WithLp.instUnitizationNormedRing	100
CategoryTheory.IsCommMonObj	CategoryTheory.instIsCommMonObjTensorObj	100
Std.Rxc.IsAlwaysFinite	Int16.instIsAlwaysFinite	100
AddMonoid.FG	AddMonoid.closure_finite_fg	100
SizeOf	Lean.Elab.Tactic.BVDecide.Frontend.Normalize.Op._sizeOf_inst	100
CategoryTheory.IsConnected	CategoryTheory.widePullbackShape_connected	100
FaithfulSMul	Finsupp.faithfulSMul	100
Std.Commutative	instCommutativeInt32HOr	100
CategoryTheory.IsIso	CategoryTheory.LocalizerMorphism.instIsIsoFunctorRightDerivedFunctorComparison	100
Mul	RingCon.instMulQuotient	100
Fintype	Quotient.fintype	100
Fintype	instFintypeConjClassesOfDecidableRelIsConj	100
ForIn	FloatArray.instForInFloatOfMonad	100
Zero	NONote.instZero	100
CategoryTheory.Limits.PreservesLimitsOfSize	CategoryTheory.whiskeringLeft_preservesLimits	100
SizeOf	CategoryTheory.Limits.ImageMap._sizeOf_inst	100
CategoryTheory.Functor.Final	CategoryTheory.Comma.final_fst	100
Lean.ToJson	instToJsonShowMessageParams	100
CategoryTheory.Functor.Additive	groupCohomology.instAdditiveRepCochainComplexModuleCatNatCochainsFunctor	100
NoZeroDivisors	MvPowerSeries.instNoZeroDivisors	100
DistribLattice	WithBot.distribLattice	100
Fintype	Set.fintypeTop	100
TopologicalSpace	FinTopCat.instTopologicalSpaceCarrierObjFintypeCatForget₂ContinuousMapCarrierToTopHom	100
SizeOf	Lean.ParametricAttributeExtra._sizeOf_inst	100
SizeOf	Std.Internal.IO.Process.PId._sizeOf_inst	100
Algebra	HomogeneousLocalization.homogeneousLocalizationAlgebra	100
SizeOf	CategoryTheory.ShortComplex.LeftHomologyMapData._sizeOf_inst	100
LinearOrder	Cardinal.linearOrder	100
CategoryTheory.Limits.HasCoproducts	CategoryTheory.instHasCoproductsIndOfHasFiniteCoproducts	100
CategoryTheory.Functor.PreservesZeroMorphisms	Rep.instPreservesZeroMorphismsModuleCatCoinvariantsFunctor	100
MeasureTheory.Measure.Regular	MeasureTheory.Measure.instRegularOfIsHaarMeasureOfCompactSpace	100
Std.Do.WPMonad	Std.Do.ExceptT.instWPMonad	100
MeasureTheory.IsFiniteMeasure	MeasureTheory.JordanDecomposition.posPart_finite	100
DistribLattice	GeneralizedBooleanAlgebra.toDistribLattice	100
OrderTop	InfTopHom.instOrderTop	100
CategoryTheory.Limits.PreservesLimit	PresheafOfModules.toPresheaf_preservesLimit	100
BEq	ExistsAndEq.instBEqGoTo	100
LipschitzAdd	BoundedContinuousFunction.instLipschitzAdd	100
IsScalarTower	Pi.isScalarTower''	100
Inhabited	CategoryTheory.Pseudofunctor.CoGrothendieck.instInhabitedHom	100
CoeSort	CategoryTheory.InducedCategory.hasCoeToSort	100
HomotopicalAlgebra.Cofibration	HomotopicalAlgebra.instCofibrationInlOfIsCofibrant	100
ContinuousSMul	Submonoid.continuousSMul	100
CategoryTheory.Limits.HasZeroObject	SemiNormedGrp.hasZeroObject	100
Module.Finite	instFiniteAtPrimeLocalizationAlgebraMapSubmonoidPrimeCompl	100
CategoryTheory.Category	GrpCat.instCategory	100
UnivLE	univLE_of_max	100
SizeOf	Lean.Widget.PanelWidgetInstance._sizeOf_inst	100
Nontrivial	Module.FaithfullyFlat.rTensor_nontrivial	100
ContinuousMul	TrivSqZeroExt.instContinuousMulOfContinuousSMulMulOppositeOfContinuousAdd	100
AlgebraicGeometry.Scheme.CanonicallyOver	AlgebraicGeometry.Scheme.instCanonicallyOverSpecResidueField	100
EquivLike	IsometryEquiv.instEquivLike	100
CategoryTheory.GradedObject.HasTensor	HomologicalComplex.instHasTensorXTensorUnit	100
NoZeroDivisors	Subring.instNoZeroDivisorsSubtypeMem	100
MulAction	Pi.mulAction'	100
LT	Aesop.instLTPremiseIndex	100
CategoryTheory.Limits.ReflectsLimit	CategoryTheory.Functor.Initial.comp_reflectsLimit	100
WeaklyLocallyCompactSpace	AddOpposite.instWeaklyLocallyCompactSpace	100
DivisionSemiring	ULift.divisionSemiring	100
Add	QuadraticMap.instAdd	100
EmptyCollection	ByteArray.instEmptyCollection	100
SizeOf	Lean.Server.Test.Runner.Client.HighlightMatchesParams._sizeOf_inst	100
NonUnitalSemiring	MulOpposite.instNonUnitalSemiring	100
SizeOf	MonoidWithZeroHom._sizeOf_inst	100
CategoryTheory.Functor.Faithful	CategoryTheory.PreGaloisCategory.FiberFunctor.instFaithfulFintypeCat	100
Subsingleton	ProbabilityTheory.Kernel.instSubsingletonOfIsEmpty	100
CategoryTheory.Limits.PreservesFiniteLimits	ModuleCat.instPreservesFiniteLimitsUliftFunctor	100
CategoryTheory.IsPreconnected	CategoryTheory.isPreconnected_op	100
AlgebraicGeometry.UniversallyClosed	AlgebraicGeometry.universallyClosedTypeComp	100
Countable	Quotient.countable	100
IsTopologicalRing	NonUnitalSubalgebra.instIsTopologicalRing	100
IsOrderedMonoid	Multiplicative.isOrderedMonoid	100
AddCommGroup	PolynomialLaw.instAddCommGroup	100
Insert	Std.HashSet.Raw.instInsertOfBEqOfHashable	100
Algebra.IsAlgebraic	AlgebraicClosure.isAlgebraic	100
SizeOf	Quiver.Path._sizeOf_inst	100
CategoryTheory.Limits.PreservesLimit	SheafOfModules.evaluationPreservesLimit	100
SizeOf	Order.Ideal.PrimePair._sizeOf_inst	100
CategoryTheory.MonoidalCategory	CategoryTheory.Dial.instMonoidalCategory	100
Module	BoundedContinuousFunction.instModule	100
IsLocalization	NumberField.RingOfIntegers.instIsLocalizationAlgebraMapSubmonoidIntNonZeroDivisors	100
Lean.IR.AlphaEqv	Lean.IR.instAlphaEqvExpr	100
Std.LawfulOrderBEq	Std.instLawfulOrderBEq_ofOrd	100
Ideal.LiesOver	Ideal.LiesOver.smul	100
LinearMap.CompatibleSMul	LinearMap.CompatibleSMul.units	100
SizeOf	ProofWidgets.RpcEncodablePacket._sizeOf_inst._@.ProofWidgets.Presentation.Expr.1726526251._hygCtx._hyg.1	100
CompactSpace	compactSpace_withConstructibleTopology	100
Inhabited	SimpleGraph.Walk.instInhabited	100
GetElem?	Std.TreeMap.instGetElem?Mem	100
CoeSort	NonemptyFinLinOrd.instCoeSortType	100
MulDistribMulAction	DirectLimit.instMulDistribMulActionOfMulActionHomClass	100
InnerProductSpace	SeparationQuotient.instInnerProductSpace	100
Inhabited	MeasureTheory.JordanDecomposition.instInhabited	100
MeasureTheory.SMulInvariantMeasure	MeasureTheory.Measure.IsMulRightInvariant.toSMulInvariantMeasure_op	100
CategoryTheory.Functor.Additive	CategoryTheory.instAdditivePullbackShiftShiftFunctorOfCoeAddMonoidHom	100
MeasureTheory.Measure.WeaklyRegular	MeasureTheory.Measure.WeaklyRegular.of_pseudoMetrizableSpace_secondCountable_of_locallyFinite	100
Ord	Int8.instOrd	100
BEq	Lean.Meta.Match.instBEqAltParamInfo	100
SizeOf	TwoSidedIdeal._sizeOf_inst	100
Decidable	Set.decidableMemIic	100
Countable	Encodable.countable	100
DecidablePred	AddSubmonoid.decidableMemMultiples	100
LT	instLTUInt16	100
Finite	Finite.algEquiv	100
Inhabited	Lean.Meta.LazyDiscrTree.instInhabitedPartialMatch	100
SizeOf	Mathlib.Tactic.BicategoryLike.IsoLift._sizeOf_inst	100
MulAction	Complex.mulAction	100
IsScalarTower	normalClosure.instIsScalarTowerSubtypeMemIntermediateFieldNormalClosure	100
Top	TwoSidedIdeal.instTop	100
Decidable	Std.DTreeMap.instDecidableMem	100
Infinite	Infinite.instSigmaOfNonempty_1	100
CategoryTheory.Limits.PreservesLimitsOfSize	RingCat.forget₂AddCommGroup_preservesLimitsOfSize	100
NoMinOrder	Sigma.Lex.noMinOrder	100
Std.Refl	Prod.instReflLex_mathlib	100
PerfectField	PerfectField.ofFinite	100
CategoryTheory.Abelian	HomologicalComplex.instAbelian	100
ConnectedSpace	PathConnectedSpace.connectedSpace	100
AddCommGroup	Padic.instAddCommGroup	100
FiniteDimensional	Submodule.finiteDimensional_inf_right	100
AddCommSemigroup	TensorProduct.addCommSemigroup	100
ContinuousNeg	Prod.continuousNeg	100
CompHausLike.HasExplicitFiniteCoproduct	CompHausLike.HasExplicitFiniteCoproducts.hasProp	100
TrivialStar	MeasureTheory.Lp.instTrivialStarSubtypeAEEqFunMemAddSubgroup	100
MulEquivClass	OrderMonoidIso.instMulEquivClass	100
CommRing	TopCommRingCat.forgetToTopCatCommRing	100
DistribMulActionSemiHomClass	DistribMulActionHom.instDistribMulActionSemiHomClassCoeMonoidHom	100
CategoryTheory.MorphismProperty.IsCompatibleWithShift	CategoryTheory.ObjectProperty.instIsCompatibleWithShiftTrWIntOfIsStableUnderShift	100
Fintype	Set.fintypeUnion	100
IsEmpty	FirstOrder.Language.isEmpty_empty	100
LawfulMonad	FreeAddSemigroup.instLawfulMonad	100
CategoryTheory.IsIso	CategoryTheory.Limits.instIsIsoHomInvCone	100
Std.Rxi.IsAlwaysFinite	BitVec.instRxiIsAlwaysFinite	100
Decidable	Std.HashMap.instDecidableEquivOfLawfulBEq	100
CategoryTheory.Category	Bimod.instCategory	100
Std.Sat.AIG.RefVec.LawfulMapOperator	Std.Sat.AIG.RefVec.LawfulMapOperator.instMkNotCached	100
ZeroHomClass	AddGroupSeminormClass.toZeroHomClass	100
Inhabited	Std.Do.SVal.instInhabitedStateTupleCons	100
LT	Bool.instLT	100
Algebra.IsPushout	instIsPushoutFractionRingPolynomial_1	100
NeZero	OrderType.instNeZeroOfNat	100
Std.Roi.Sliceable	Std.DTreeMap.instSliceableRoiSlice	100
SubNegMonoid	WithCStarModule.instSubNegMonoid	100
WellFoundedRelation	PSigma.instWellFoundedRelation	100
Stream'.WSeq.Productive	Stream'.WSeq.productive_ofSeq	100
CategoryTheory.ConcreteCategory	SemilatInfCat.instConcreteCategoryInfTopHomX	100
SizeOf	Lean.PersistentEnvExtensionDescr._sizeOf_inst	100
SizeOf	Lean.OpenDecl._sizeOf_inst	100
CategoryTheory.GrpObj	CategoryTheory.CommGrpObj.toGrpObj	100
Lean.ToJson	Lean.Lsp.instToJsonStaticRegistrationOptions	100
Std.Commutative	instCommutativeInt32HMul	100
IsFractionRing	instIsFractionRingAtPrimeFractionRing	100
Neg	Pi.instNeg	100
Inhabited	Lean.Meta.Simp.instInhabitedUsedSimps	100
CategoryTheory.Mono	TopCat.instMonoDiskBoundaryInclusion	100
CategoryTheory.ObjectProperty.IsClosedUnderIsomorphisms	CategoryTheory.Pseudofunctor.ObjectProperty.IsClosedUnderIsomorphisms.isClosedUnderIsomorphisms	100
CategoryTheory.Functor.IsRightAdjoint	CommMonCat.instIsRightAdjointForgetMonoidHomCarrier	100
AddMonoid	ZeroAtInftyContinuousMap.instAddMonoid	100
IsLocalizedModule	Algebra.idealMap_isLocalizedModule	100
MulLeftReflectLT	IsOrderedCancelMonoid.toMulLeftReflectLT	100
MulArchimedean	WithZero.instMulArchimedean	100
CategoryTheory.Epi	CategoryTheory.Limits.HasZeroObject.instEpi	100
LinearMap.CompatibleSMul	LinearMap.CompatibleSMul.pi	100
SizeOf	_private.Std.Time.Format.Basic.0.Std.Time.GenericFormat.DateBuilder._sizeOf_inst	100
NormedAlgebra	RCLike.toNormedAlgebra	100
SizeOf	Lean.Meta.SplitKind._sizeOf_inst	100
IsAbelianGalois	instIsAbelianGaloisSubtypeMemIntermediateField	100
OrderTop	CoheytingAlgebra.toOrderTop	100
Nonempty	Std.instNonemptyRecursiveMutex	100
SizeOf	Std.CloseableChannel.Flavors._sizeOf_inst	100
MvFunctor	MvQPF.Prj.mvfunctor	100
Std.Commutative	Set.union_isComm	100
LatticeHomClass	BoundedLatticeHomClass.toLatticeHomClass	100
Std.TransOrd	Std.Time.Millisecond.instTransOrdOffset	100
CategoryTheory.Limits.HasColimitsOfShape	ModuleCat.hasColimitsOfShape	100
Algebra	SetLike.GradeZero.instAlgebra	100
NormalSpace	DomMulAct.instNormalSpace	100
Nontrivial	ArchimedeanClass.instNontrivial	100
Finite	Matrix.instFinite	100
IsSuccArchimedean	instIsSuccArchimedeanAdditive	100
Lean.Language.ToSnapshotTree	Lean.Language.Lean.instToSnapshotTreeCommandResultSnapshot	100
Decidable	String.decLE	100
CompleteLinearOrder	WithTop.WithBot.completeLinearOrder	100
CommMonoid	GroupLike.instCommMonoid	100
SizeOf	OpenNormalSubgroup._sizeOf_inst	100
CategoryTheory.Limits.HasLimit	CategoryTheory.Under.hasLimit_of_hasLimit_comp_forget	100
Zero	MeasureTheory.VectorMeasure.instZero	100
Coe	Diffeomorph.instCoeContMDiffMap	100
SizeOf	Lean.Server.Watchdog.WorkerEvent._sizeOf_inst	100
Lean.ToJson	Lean.Server.instToJsonCodeActionResolveData	100
Lean.FromJson	Lean.Server.Test.Runner.Client.instFromJsonHighlightedSubexprInfo	100
FiniteDimensional	FiniteDimensional.finiteDimensional_pi	100
CategoryTheory.Functor.Full	CategoryTheory.ObjectProperty.full_ιOfLE	100
SizeOf	ContinuousAddMonoidHom._sizeOf_inst	100
Inhabited	Mathlib.Tactic.RingNF.instInhabitedRingMode	100
Lean.ToExpr	Lean.instToExprString	100
String.Slice.Pattern.BackwardPattern	String.Slice.Pattern.CharPred.instBackwardPatternForallCharBool	100
AddZeroClass	DFinsupp.addZeroClass	100
Lean.Meta.Grind.Arith.CommRing.MonadCanon	Lean.Meta.Grind.Arith.CommRing.instMonadCanonRingM	100
CharP	IntermediateField.charP	100
VAdd	AddConstMap.instVAddOfVAddAssocClass	100
Inhabited	Lean.Grind.AC.instInhabitedSeq	100
Lattice	instLatticeInt	100
Monoid	Dilation.instMonoid	100
Monad	PFun.monad	100
StrongRankCondition	IsNoetherianRing.strongRankCondition	100
Mathlib.Tactic.Coherence.LiftHom	Mathlib.Tactic.Coherence.LiftHom_right_unitor_hom	100
SizeOf	Std.Rxi.Iterator._sizeOf_inst	100
CategoryTheory.BraidedCategory	AddCommGrpCat.instBraidedCategory	100
SizeOf	Aesop.GoalId._sizeOf_inst	100
Inhabited	CategoryTheory.RelCat.inhabited	100
SemilatticeInf	InfHom.instSemilatticeInf	100
CategoryTheory.Mono	CategoryTheory.Limits.biproduct.map_mono	100
CompleteSpace	Submodule.instOrthogonalCompleteSpace	100
Inhabited	Turing.TM2to1.StAct.inhabited	100
SizeOf	Lean.Lsp.TypeDefinitionParams._sizeOf_inst	100
BinomialRing	Nat.instBinomialRing	100
Zero	PUnit.instZero_mathlib	100
ToString	IO.Error.instToString	100
CategoryTheory.Functor.Monoidal	CategoryTheory.ObjectProperty.instMonoidalFullSubcategoryιOfLE	100
Finite	MulEquiv.finite_right	100
Countable	instCountablePLift	100
AddMonoidHomClass	AddGroupExtension.Splitting.instAddMonoidHomClass	100
SizeOf	AddSemigrp._sizeOf_inst	100
AlgebraicGeometry.QuasiCompact	AlgebraicGeometry.instQuasiCompactLiftSchemeIdOfQuasiSeparatedSpaceCarrierCarrierCommRingCat	100
LE	Std.Time.Day.instLEOrdinal	100
SizeOf	Lean.Lsp.CallHierarchyIncomingCallsParams._sizeOf_inst	100
BEq	Std.Tactic.BVDecide.LRAT.Internal.instBEqDefaultClause	100
CategoryTheory.SemiCartesianMonoidalCategory	CategoryTheory.CartesianMonoidalCategory.toSemiCartesianMonoidalCategory	100
SizeOf	CategoryTheory.Abelian.LeftResolution._sizeOf_inst	100
ProofWidgets.HtmlEval	ProofWidgets.instHtmlEvalHtml	100
SizeOf	Batteries.BinomialHeap.Imp.FindMin.WF._sizeOf_inst	100
Inhabited	CategoryTheory.Pseudofunctor.StrongTrans.Modification.instInhabited	100
CategoryTheory.WellPowered	CategoryTheory.StructuredArrow.wellPowered_structuredArrow	100
Lean.Grind.ToInt	Lean.Grind.instToIntISizeSintNumBits	100
Subsingleton	CategoryTheory.Limits.reflectsColimitsOfShape_subsingleton	100
IsFractionRing	Localization.subalgebra.isFractionRing_ofField	100
Zero	RingCat.Colimits.ColimitType.instZero	100
MulAction	Quaternion.instMulAction	100
CategoryTheory.Limits.PreservesLimitsOfSize	AddCommMonCat.forget_preservesLimitsOfSize	100
Lean.MonadError	Lean.MonadError.mk	100
AddSemigroupAction	AddAction.toAddSemigroupAction	100
Inhabited	Lean.instInhabitedAssocList	100
Filter.NeBot	BoxIntegral.IntegrationParams.toFilter_neBot	100
Lean.Server.RpcEncodable	ProofWidgets.instRpcEncodableInteractiveExprProps	100
String.Slice.Pattern.StrictForwardPattern	String.Slice.Pattern.Char.instStrictForwardPatternChar	100
Algebra	IntermediateField.toAlgebra	100
Mul	Units.instMul	100
Mul	AddConstMap.instMul	100
Inhabited	Lean.instInhabitedNameMapAttributeImpl	100
ToString	instToStringUInt32	100
Inter	Lean.NameSet.instInter_batteries	100
SizeOf	Lean.Meta.Tactic.TryThis.SuggestionText._sizeOf_inst	100
CategoryTheory.Limits.PreservesLimitsOfSize	AlgCat.forget₂Module_preservesLimitsOfSize	100
CategoryTheory.Functor.IsLocalization	CategoryTheory.FreeGroupoid.instIsLocalizationOfTopMorphismProperty	100
IsCancelMul	instIsCancelMulMonoidHom	100
CategoryTheory.Limits.PreservesFilteredColimitsOfSize	CategoryTheory.instPreservesFilteredColimitsOfSizeObjOppositeFunctorTypeCoyonedaOpOfIsFinitelyPresentable	100
Std.Irrefl	Vector.ltIrrefl	100
SMul	AdicCompletion.instSMul	100
Std.LawfulOrderOrd	UInt32.instLawfulOrderOrd	100
StarAddMonoid	BoundedContinuousFunction.instStarAddMonoid	100
CategoryTheory.MorphismProperty.IsStableUnderBaseChange	CategoryTheory.MorphismProperty.instIsStableUnderBaseChangeTop	100
Std.ToFormat	instToFormatOption	100
Norm	NormedAddCommGroup.toNorm	100
SlashInvariantFormClass	ModularFormClass.toSlashInvariantFormClass	100
CategoryTheory.Groupoid	CategoryTheory.groupoidOfElements	100
MonadExcept	WriterT.instMonadExcept	100
Inhabited	Aesop.instInhabitedEMap	100
CompleteLattice	WithBot.WithTop.completeLattice	100
Subsingleton	Equiv.equiv_subsingleton_cod	100
Inhabited	TopCat.inhabited	100
SMulWithZero	Lex.instSMulWithZero'	100
VAdd	LowerSet.instVAdd	100
IsDiscreteValuationRing	WittVector.isDiscreteValuationRing	100
ToString	instToStringInt	100
Inhabited	Turing.inhabitedTM2ComputableInTime	100
SizeOf	Mathlib.Tactic.FieldSimp.DenomCondition._sizeOf_inst	100
IsOrderConnected	List.Lex.isOrderConnected	100
CoeTC	StarAlgHomClass.instCoeTCStarAlgHom	100
Filter.TendstoIxxClass	Filter.tendsto_Ico_Ici_Ici	100
DistribSMul	Rat.instDistribSMul	100
IsScalarTower	IntermediateField.isScalarTower_mid	100
MeasurableConstVAdd	AddUnits.instMeasurableConstVAdd	100
CategoryTheory.MonoidalCategory	CategoryTheory.Grp.instMonoidalCategory	100
CategoryTheory.Limits.HasLimits	CommRingCat.hasLimits	100
SizeOf	WellOrder._sizeOf_inst	100
CategoryTheory.Category	AlgebraicGeometry.Scheme.instCategory	100
Lattice	instLatticeTropical	100
DecidableRel	SimpleGraph.instDecidableRelAdjFromEdgeSetOfDecidablePredSym2MemSetOfDecidableEq	100
LawfulMonad	FreeAbelianGroup.instLawfulMonad	100
