# Curated Mathlib kernel trace probe set.
# Format: <declaration> <lean-file-relative-to-mathlib-root>
#
# Keep this list small enough for quick iteration. It is intended to sample
# different kernel/reducer surfaces before paying for full Mathlib verification.
# Rows should normally be trace-comparable: both instrumented Lean and Ansatz
# should emit at least one target event. List/Fin-adjacent files require the
# Mathlib Plausible package to be present and built in .lake/packages.

# Nat arithmetic
Nat.succ_injective Mathlib/Data/Nat/Basic.lean
Nat.pow_left_injective Mathlib/Data/Nat/Basic.lean
Nat.dvd_left_injective Mathlib/Data/Nat/Basic.lean

# List recursion and structural equality
List.singleton_injective Mathlib/Data/List/Basic.lean
List.mem_pair Mathlib/Data/List/Basic.lean
List.reverse_involutive Mathlib/Data/List/Basic.lean
List.map_injective_iff Mathlib/Data/List/Basic.lean

# Option recursors and injectivity
Option.some_injective Mathlib/Data/Option/Basic.lean
Option.map_inj Mathlib/Data/Option/Basic.lean
Option.casesOn'_some Mathlib/Data/Option/Basic.lean

# Product eta and projections
Prod.mk.eta Mathlib/Data/Prod/Basic.lean
Prod.mk_right_injective Mathlib/Data/Prod/Basic.lean
Prod.swap_injective Mathlib/Data/Prod/Basic.lean

# Sets and propositions-as-types
Set.ext Mathlib/Data/Set/Defs.lean
Set.univ Mathlib/Data/Set/Defs.lean
Set.image Mathlib/Data/Set/Defs.lean

# Equiv-heavy dependent terms
Equiv.piOptionEquivProd Mathlib/Logic/Equiv/Basic.lean
Equiv.subtypeCongr Mathlib/Logic/Equiv/Basic.lean
Equiv.Perm.subtypeCongr.apply Mathlib/Logic/Equiv/Basic.lean

# Currently disabled because the instrumented Lean run exits before producing
# target trace events for these declarations in this local Mathlib checkout.
# Re-enable after the Lean-side tracer crash/early-exit is understood.
# Order.Preimage Mathlib/Order/Basic.lean
# Order.Preimage.decidable Mathlib/Order/Basic.lean
# not_lt_iff_not_le_or_ge Mathlib/Order/Basic.lean
# lt_self_iff_false Mathlib/Order/Basic.lean
# mul_right_comm Mathlib/Algebra/Group/Basic.lean
# inv_inj Mathlib/Algebra/Group/Basic.lean
# zpow_add Mathlib/Algebra/Group/Basic.lean
